Ano;Id;Mês;Battery Power;Confidence(1);Confidence(2);Erro;error perc;Int Memory;Prediction(Price Range);Price Range;Px Height;Px Width;Ram;Variavel;Vendas;Data
2021;288;6;1444;0,999979524;2,05E-05;0;0;6;1;1;1274;1340;712;1;1;6/2021
2022;289;7;614;5,64E-05;0,999943552;0;0;58;2;2;22;519;3487;1;1;7/2022
2023;290;8;783;0,820687569;0,179312431;0;0;43;1;1;1198;1471;2016;1;1;8/2023
2024;291;9;518;7,44E-05;0,9999256;0;0;3;2;2;437;1947;2832;1;1;9/2024
2020;292;10;1673;1,33E-05;0,99998672;0;0;42;2;2;214;679;3094;1;1;10/2020
2021;293;11;832;8,96E-06;0,999991042;0;0;5;2;2;9;1944;3946;1;1;11/2021
2022;294;12;1837;1,25E-05;0,999987488;0;0;12;2;2;1420;1539;2294;1;1;12/2022
2023;295;1;598;1,62E-05;0,999983793;0;0;21;2;2;680;1173;3293;1;1;1/2023
2024;296;2;618;0,063779945;0,936220055;0;0;16;2;2;1105;1602;2262;1;1;2/2024
2020;297;3;879;8,80E-05;0,999911981;0;0;21;2;2;463;1038;2927;1;1;3/2020
2021;298;4;973;1,39E-05;0,999986083;0;0;57;2;2;457;1816;2977;1;1;4/2021
2022;299;5;1944;0,000461953;0,999538047;0;0;26;2;2;313;712;2322;1;1;5/2022
2023;300;6;1722;8,86E-06;0,999991137;0;0;18;2;2;865;1741;3271;1;1;6/2023
2024;301;7;1289;0,99998139;1,86E-05;0;0;25;1;1;765;899;1043;1;1;7/2024
2020;302;8;839;9,09E-06;0,999990914;0;0;14;2;2;564;1391;3835;1;1;8/2020
2021;303;9;1975;9,00E-06;0,999990996;0;0;31;2;2;775;1607;3022;1;1;9/2021
2022;304;10;601;0,000110842;0,999889158;0;0;6;2;2;818;1827;2651;1;1;10/2022
2023;305;11;1759;0,004878048;0,995121952;0;0;15;2;2;382;1163;2107;1;1;11/2023
2024;306;12;919;0,999984248;1,58E-05;0;0;13;1;1;275;570;1028;1;1;12/2024
2020;307;1;1174;0,999984199;1,58E-05;0;0;25;1;1;1097;1461;285;1;1;1/2020
2021;308;2;970;8,81E-06;0,999991194;0;0;59;2;2;1765;1786;3675;1;1;2/2021
2022;309;3;911;1,03E-05;0,999989655;0;0;14;2;2;1563;1692;2933;1;1;3/2022
2023;310;4;1980;8,65E-06;0,999991352;0;0;29;2;2;312;1910;3865;1;1;4/2023
2024;311;5;644;0,999983819;1,62E-05;0;0;22;1;1;311;881;1262;1;1;5/2024
2020;312;6;825;1,06E-05;0,999989387;0;0;34;2;2;1471;1866;2915;1;1;6/2020
2021;313;7;1063;8,87E-06;0,999991131;0;0;26;2;2;1208;1232;3809;1;1;7/2021
2022;314;8;1279;0,99997092;2,91E-05;0;0;7;1;1;560;1633;1150;1;1;8/2022
2023;315;9;958;0,999979413;2,06E-05;0;0;60;1;1;730;751;1417;1;1;9/2023
2024;316;10;688;9,11E-06;0,999990888;0;0;57;2;2;426;1964;3745;1;1;10/2024
2020;317;11;1991;0,001464932;0,998535068;0;0;64;2;2;1058;1325;1733;1;1;11/2020
2021;318;12;1936;0,999536967;0,000463033;0;0;44;1;1;570;1021;1400;1;1;12/2021
2022;319;1;635;0,999934132;6,59E-05;0;0;50;1;1;193;989;2107;1;1;1/2022
2023;320;2;1068;0,99990327;9,67E-05;0;0;52;1;1;994;1500;1436;1;1;2/2023
2024;321;3;1663;0,000247788;0,999752212;0;0;27;2;2;831;1439;2084;1;1;3/2024
2020;322;4;868;0,999975033;2,50E-05;0;0;30;1;1;276;1026;1653;1;1;4/2020
2021;324;5;1616;0,999983652;1,63E-05;0;0;52;1;1;151;1133;657;1;1;5/2021
2022;325;6;851;0,999983503;1,65E-05;0;0;54;1;1;788;1007;1005;1;1;6/2022
2023;326;7;1472;0,99986452;0,00013548;0;0;36;1;1;1452;1744;985;1;1;7/2023
2024;327;8;1321;0,999945103;5,49E-05;0;0;63;1;1;817;941;1464;1;1;8/2024
2020;328;9;1773;8,73E-06;0,99999127;0;0;32;2;2;1215;1472;3566;1;1;9/2020
2021;329;10;1821;2,24E-05;0,999977594;0;0;12;2;2;97;1803;2430;1;1;10/2021
2022;330;11;1001;8,90E-06;0,999991096;0;0;40;2;2;922;1836;3654;1;1;11/2022
2023;331;12;1754;1,01E-05;0,999989851;0;0;52;2;2;199;1452;3019;1;1;12/2023
2024;332;1;948;9,72E-06;0,999990285;0;0;22;2;2;257;1654;3499;1;1;1/2024
2020;333;2;1619;0,99998346;1,65E-05;0;0;20;1;1;813;1180;464;1;1;2/2020
2021;334;3;1689;5,40E-05;0,999945981;0;0;9;2;2;467;675;2637;1;1;3/2021
2022;335;4;603;0,999982368;1,76E-05;0;0;64;1;1;1842;1968;604;1;1;4/2022
2023;336;5;1762;0,999920927;7,91E-05;0;0;60;1;1;643;790;1380;1;1;5/2023
2024;337;6;598;0,003398549;0,996601451;0;0;62;2;2;118;764;3066;1;1;6/2024
2020;338;7;1730;0,999410791;0,000589209;0;0;20;1;1;418;1023;1595;1;1;7/2020
2021;339;8;1271;0,999981608;1,84E-05;0;0;32;1;1;1350;1949;445;1;1;8/2021
2022;340;9;1788;1,81E-05;0,999981946;0;0;2;2;2;472;1073;2655;1;1;9/2022
2023;341;10;1617;2,29E-05;0,999977068;0;0;63;2;2;274;1079;2754;1;1;10/2023
2024;342;11;1956;0,999975924;2,41E-05;0;0;37;1;1;185;776;1109;1;1;11/2024
2020;343;12;1872;6,76E-05;0,99993243;0;0;26;2;2;672;1088;2273;1;1;12/2020
2021;344;1;1207;0,999984502;1,55E-05;0;0;58;1;1;406;681;503;1;1;1/2021
2022;345;2;1144;1,96E-05;0,999980386;0;0;21;2;2;159;724;3252;1;1;2/2022
2023;346;3;1272;0,804359173;0,195640827;0;0;22;1;1;605;669;2235;1;1;3/2023
2024;347;4;1384;0,999956093;4,39E-05;0;0;60;1;1;983;1210;1221;1;1;4/2024
2020;348;5;1933;0,999976331;2,37E-05;0;0;16;1;1;229;1473;838;1;1;5/2020
2021;349;6;530;0,999984544;1,55E-05;0;0;32;1;1;48;1012;959;1;1;6/2021
2022;350;7;1201;0,99998456;1,54E-05;0;0;10;1;1;306;558;495;1;1;7/2022
2023;351;8;1510;0,999982833;1,72E-05;0;0;47;1;1;118;1170;887;1;1;8/2023
2024;352;9;553;0,99998411;1,59E-05;0;0;8;1;1;325;902;1204;1;1;9/2024
2020;353;10;1270;8,92E-06;0,99999108;0;0;58;2;2;1512;1716;3299;1;1;10/2020
2021;354;11;605;0,999984788;1,52E-05;0;0;9;1;1;160;1026;392;1;1;11/2021
2022;355;12;1524;0,999107104;0,000892896;0;0;41;1;1;184;740;1936;1;1;12/2022
2023;356;1;1317;0,999984526;1,55E-05;0;0;12;1;1;431;542;425;1;1;1/2023
2024;357;2;1526;0,017163034;0,982836966;0;0;23;2;2;718;751;2227;1;1;2/2024
2020;358;3;675;0,000561495;0,999438505;0;0;42;2;2;482;874;2953;1;1;3/2020
2021;359;4;1519;1,57E-05;0,999984285;0;0;32;2;2;168;1239;2912;1;1;4/2021
2022;360;5;1170;0,999984287;1,57E-05;0;0;14;1;1;474;709;715;1;1;5/2022
2023;361;6;1000;0,999984169;1,58E-05;0;0;58;1;1;461;833;862;1;1;6/2023
2024;362;7;603;0,999969908;3,01E-05;0;0;12;1;1;1003;1284;1543;1;1;7/2024
2020;363;8;1807;0,994247126;0,005752874;0;0;38;1;1;1332;1814;1069;1;1;8/2020
2021;364;9;626;0,999982087;1,79E-05;0;0;11;1;1;737;1759;1077;1;1;9/2021
2022;365;10;1134;1,03E-05;0,999989674;0;0;13;2;2;18;903;3632;1;1;10/2022
2023;366;11;1065;3,57E-05;0,999964296;0;0;14;2;2;188;928;3078;1;1;11/2023
2024;367;12;1592;0,893194672;0,106805328;0;0;50;1;1;510;522;2103;1;1;12/2024
2020;368;1;1694;0,029340894;0,970659106;0;0;34;2;2;377;549;2298;1;1;1/2020
2021;369;2;1456;8,71E-06;0,999991294;0;0;39;2;2;815;1666;3998;1;1;2/2021
2022;370;3;1488;9,02E-06;0,999990975;0;0;39;2;2;1528;1647;3054;1;1;3/2022
2023;371;4;1786;1,14E-05;0,999988584;0;0;58;2;2;231;1671;2764;1;1;4/2023
2024;372;5;911;0,999984709;1,53E-05;0;0;46;1;1;461;670;363;1;1;5/2024
2020;373;6;1497;9,13E-06;0,999990867;0;0;10;2;2;98;977;3696;1;1;6/2020
2021;374;7;625;6,78E-05;0,999932155;0;0;42;2;2;203;1771;2929;1;1;7/2021
2022;375;8;1416;8,73E-06;0,999991274;0;0;20;2;2;1175;1578;3872;1;1;8/2022
2023;376;9;1520;8,93E-06;0,99999107;0;0;33;2;2;151;1005;3826;1;1;9/2023
2024;377;10;909;0,999978983;2,10E-05;0;0;47;1;1;410;1643;1244;1;1;10/2024
2020;378;11;798;0,000451506;0,999548494;0;0;4;2;2;526;643;2965;1;1;11/2020
2021;379;12;1849;8,74E-06;0,999991256;0;0;29;2;2;978;1986;3330;1;1;12/2021
2022;380;1;994;3,84E-05;0,999961627;0;0;40;2;2;296;839;3104;1;1;1/2022
2023;381;2;695;0,907855717;0,092144283;0;0;41;1;1;789;1211;2282;1;1;2/2023
2024;382;3;1986;0,931626019;0,068373981;0;0;51;1;1;282;1358;1614;1;1;3/2024
2020;383;4;1349;0,699281261;0,300718739;0;0;46;1;1;212;623;2367;1;1;4/2020
2021;384;5;1572;1,18E-05;0,999988247;0;0;58;2;2;1109;1937;2462;1;1;5/2021
2022;385;6;1202;0,999983698;1,63E-05;0;0;19;1;1;404;1742;595;1;1;6/2022
2023;386;7;1197;1,69E-05;0,999983123;0;0;20;2;2;214;1710;2885;1;1;7/2023
2024;387;8;930;0,935093975;0,064906025;0;0;4;1;1;1017;1289;2016;1;1;8/2024
2020;388;9;823;8,90E-06;0,999991102;0;0;18;2;2;1180;1350;3894;1;1;9/2020
2021;389;10;723;9,71E-05;0,999902929;0;0;30;2;2;1467;1901;2339;1;1;10/2021
2022;390;11;1822;5,32E-05;0,999946844;0;0;8;2;2;172;910;2577;1;1;11/2022
2023;391;12;577;0,999983883;1,61E-05;0;0;37;1;1;1087;1450;814;1;1;12/2023
2024;392;1;1779;0,963911949;0,036088051;0;0;5;1;1;1225;1717;1246;1;1;1/2024
2020;393;2;808;0,999984376;1,56E-05;0;0;46;1;1;119;529;1082;1;1;2/2020
2021;394;3;1503;0,001236364;0,998763636;0;0;43;2;2;841;1304;2122;1;1;3/2021
2022;395;4;763;0,000309202;0,999690798;0;0;51;2;2;273;1278;2865;1;1;4/2022
2023;396;5;667;1,43E-05;0,99998571;0;0;6;2;2;272;870;3566;1;1;5/2023
2024;397;6;1922;8,70E-06;0,999991303;0;0;42;2;2;725;1882;3564;1;1;6/2024
2020;398;7;1264;0,999984449;1,56E-05;0;0;34;1;1;562;849;419;1;1;7/2020
2021;399;8;1884;8,88E-06;0,999991121;0;0;43;2;2;451;819;3619;1;1;8/2021
2022;400;9;1273;0,999860448;0,000139552;0;0;48;1;1;490;886;1767;1;1;9/2022
2023;401;10;1362;0,999978443;2,16E-05;0;0;25;1;1;553;1505;995;1;1;10/2023
2024;402;11;1476;0,07577138;0,92422862;0;0;55;2;2;1641;1666;1529;1;1;11/2024
2020;403;12;846;0,000310231;0,999689769;0;0;58;2;2;1140;1983;2248;1;1;12/2020
2021;404;1;1778;8,67E-06;0,999991332;0;0;23;2;2;1028;1445;3941;1;1;1/2021
2022;405;2;1674;3,22E-05;0,99996776;0;0;52;2;2;1432;1649;2030;1;1;2/2022
2023;406;3;1438;0,999977719;2,23E-05;0;0;32;1;1;683;1663;869;1;1;3/2023
2024;407;4;1697;0,999984157;1,58E-05;0;0;60;1;1;88;1046;441;1;1;4/2024
2020;408;5;714;0,999944237;5,58E-05;0;0;11;1;1;1750;1857;1164;1;1;5/2020
2021;409;6;618;0,936271558;0,063728442;0;0;57;1;1;879;896;2399;1;1;6/2021
2022;410;7;1189;0,99998377;1,62E-05;0;0;8;1;1;379;932;893;1;1;7/2022
2023;411;8;1163;0,000201255;0,999798745;0;0;49;2;2;520;754;2768;1;1;8/2023
2024;412;9;1216;1,46E-05;0,99998539;0;0;47;2;2;1852;1967;2268;1;1;9/2024
2020;413;10;1581;0,999946322;5,37E-05;0;0;41;1;1;693;850;1384;1;1;10/2020
2021;414;11;1927;9,59E-06;0,999990414;0;0;11;2;2;491;1506;2916;1;1;11/2021
2022;415;12;623;0,999966328;3,37E-05;0;0;26;1;1;484;1238;1769;1;1;12/2022
2023;416;1;1510;8,85E-06;0,999991145;0;0;45;2;2;708;1752;3484;1;1;1/2023
2024;417;2;600;1,37E-05;0,999986332;0;0;6;2;2;486;1032;3495;1;1;2/2024
2020;418;3;589;0,999984563;1,54E-05;0;0;59;1;1;759;1858;362;1;1;3/2020
2021;419;4;1283;8,71E-06;0,999991288;0;0;27;2;2;1135;1923;3957;1;1;4/2021
2022;420;5;1994;0,039491944;0,960508056;0;0;5;2;2;86;1546;1836;1;1;5/2022
2023;421;6;1809;0,00028475;0,99971525;0;0;59;2;2;639;721;2324;1;1;6/2023
2024;422;7;1766;9,20E-06;0,999990797;0;0;22;2;2;291;1318;3297;1;1;7/2024
2020;423;8;1414;9,06E-06;0,999990938;0;0;54;2;2;262;829;3799;1;1;8/2020
2021;424;9;1988;1,04E-05;0,999989622;0;0;16;2;2;153;696;3144;1;1;9/2021
2022;425;10;1350;0,904353317;0,095646683;0;0;50;1;1;369;544;2287;1;1;10/2022
2023;426;11;1869;0,999949794;5,02E-05;0;0;30;1;1;163;874;1375;1;1;11/2023
2024;427;12;826;0,007664266;0,992335734;0;0;58;2;2;179;786;2863;1;1;12/2024
2020;428;1;1504;1,01E-05;0,999989853;0;0;64;2;2;19;1923;3059;1;1;1/2020
2021;429;2;1802;0,999983699;1,63E-05;0;0;10;1;1;253;590;696;1;1;2/2021
2022;430;3;811;0,997870534;0,002129466;0;0;2;1;1;333;1429;2111;1;1;3/2022
2023;431;4;586;0,99993961;6,04E-05;0;0;42;1;1;785;1118;1869;1;1;4/2023
2024;432;5;1944;0,999954956;4,50E-05;0;0;36;1;1;1060;1970;584;1;1;5/2024
2020;433;6;1530;0,999979231;2,08E-05;0;0;42;1;1;454;1975;725;1;1;6/2020
2021;434;7;831;0,999976892;2,31E-05;0;0;26;1;1;511;621;1704;1;1;7/2021
2022;435;8;732;9,05E-06;0,99999095;0;0;39;2;2;1163;1554;3681;1;1;8/2022
2023;436;9;1676;8,40E-05;0,999915966;0;0;37;2;2;134;1197;2515;1;1;9/2023
2024;437;10;1158;0,999880109;0,000119891;0;0;29;1;1;311;1796;1542;1;1;10/2024
2020;438;11;1362;9,08E-06;0,999990923;0;0;47;2;2;600;1042;3629;1;1;11/2020
2021;439;12;1122;0,979624808;0,020375192;0;0;28;1;1;1578;1963;1402;1;1;12/2021
2022;440;1;1813;0,999980926;1,91E-05;0;0;5;1;1;338;1306;759;1;1;1/2022
2023;441;2;990;1,29E-05;0,999987054;0;0;15;2;2;1466;1717;2698;1;1;2/2023
2024;442;3;1841;0,000468268;0,999531732;0;0;14;2;2;593;672;2304;1;1;3/2024
2020;443;4;1485;1,04E-05;0,999989565;0;0;28;2;2;371;1023;3241;1;1;4/2020
2021;444;5;825;0,999984509;1,55E-05;0;0;38;1;1;540;783;716;1;1;5/2021
2022;445;6;1464;8,76E-06;0,999991238;0;0;12;2;2;854;1168;3927;1;1;6/2022
2023;446;7;1642;0,072872696;0,927127304;0;0;5;2;2;1686;1889;1333;1;1;7/2023
2024;447;8;1470;0,00036678;0,99963322;0;0;33;2;2;1790;1988;1633;1;1;8/2024
2020;448;9;1461;8,75E-06;0,999991248;0;0;40;2;2;1265;1298;3799;1;1;9/2020
2021;449;10;1540;0,999979954;2,00E-05;0;0;29;1;1;318;831;1161;1;1;10/2021
2022;450;11;1695;0,99894333;0,00105667;0;0;47;1;1;308;1208;1629;1;1;11/2022
2023;451;12;1312;0,999896599;0,000103401;0;0;28;1;1;1233;1854;1087;1;1;12/2023
2024;452;1;1763;0,756866661;0,243133339;0;0;53;1;1;138;806;2066;1;1;1/2024
2020;453;2;730;0,999983248;1,68E-05;0;0;4;1;1;302;1247;1210;1;1;2/2020
2021;454;3;1154;0,999981451;1,85E-05;0;0;49;1;1;541;1499;978;1;1;3/2021
2022;455;4;909;0,999984604;1,54E-05;0;0;30;1;1;290;773;594;1;1;4/2022
2023;456;5;805;9,01E-06;0,999990988;0;0;34;2;2;1262;1538;3647;1;1;5/2023
2024;457;6;1199;8,98E-06;0,999991022;0;0;16;2;2;1168;1552;3448;1;1;6/2024
2020;459;7;1412;0,999927229;7,28E-05;0;0;57;1;1;2;660;1853;1;1;7/2020
2021;460;8;1263;1,18E-05;0,999988224;0;0;32;2;2;409;644;3372;1;1;8/2021
2022;461;9;1632;1,30E-05;0,999987024;0;0;41;2;2;706;1623;2614;1;1;9/2022
2023;462;10;989;0,999969301;3,07E-05;0;0;55;1;1;46;1069;1737;1;1;10/2023
2024;463;11;1949;0,999970409;2,96E-05;0;0;31;1;1;837;1182;832;1;1;11/2024
2020;464;12;1972;0,999923026;7,70E-05;0;0;14;1;1;293;952;1316;1;1;12/2020
2021;465;1;1062;0,99998214;1,79E-05;0;0;45;1;1;798;1435;911;1;1;1/2021
2022;466;2;513;0,999983431;1,66E-05;0;0;44;1;1;619;867;1343;1;1;2/2022
2023;467;3;1426;0,999945714;5,43E-05;0;0;42;1;1;715;1163;1356;1;1;3/2023
2024;468;4;508;0,999984803;1,52E-05;0;0;42;1;1;39;557;663;1;1;4/2024
2020;469;5;633;0,999969446;3,06E-05;0;0;46;1;1;709;1915;1401;1;1;5/2020
2021;470;6;1172;0,999963734;3,63E-05;0;0;27;1;1;607;1092;1477;1;1;6/2021
2022;471;7;1333;9,42E-06;0,999990578;0;0;59;2;2;394;1301;3442;1;1;7/2022
2023;472;8;793;0,899782958;0,100217042;0;0;64;1;1;818;1006;2296;1;1;8/2023
2024;473;9;1949;0,999982667;1,73E-05;0;0;57;1;1;951;1178;356;1;1;9/2024
2020;474;10;1824;1,21E-05;0,999987855;0;0;19;2;2;1055;1738;2381;1;1;10/2020
2021;475;11;991;0,027458665;0,972541335;0;0;12;2;2;1209;1678;2014;1;1;11/2021
2022;476;12;1109;0,001319193;0,998680807;0;0;57;2;2;124;833;2785;1;1;12/2022
2023;477;1;864;0,999984537;1,55E-05;0;0;53;1;1;262;1436;493;1;1;1/2023
2024;478;2;1066;0,999983683;1,63E-05;0;0;7;1;1;1242;1571;468;1;1;2/2024
2020;479;3;1996;0,999183372;0,000816628;0;0;7;1;1;937;1083;1258;1;1;3/2020
2021;480;4;1057;0,999585843;0,000414157;0;0;41;1;1;397;891;2033;1;1;4/2021
2022;481;5;676;0,999523829;0,000476171;0;0;39;1;1;864;1011;2064;1;1;5/2022
2023;482;6;1225;0,978079212;0,021920788;0;0;15;1;1;840;982;1970;1;1;6/2023
2024;483;7;1696;0,999984148;1,59E-05;0;0;13;1;1;179;772;523;1;1;7/2024
2020;484;8;1983;8,69E-06;0,999991309;0;0;27;2;2;370;1197;3897;1;1;8/2020
2021;485;9;848;0,999882612;0,000117388;0;0;36;1;1;56;527;2289;1;1;9/2021
2022;486;10;592;0,999982366;1,76E-05;0;0;52;1;1;332;970;1507;1;1;10/2022
2023;487;11;1855;8,72E-06;0,999991281;0;0;32;2;2;267;1161;3933;1;1;11/2023
2024;488;12;753;1,05E-05;0,999989511;0;0;48;2;2;606;1316;3484;1;1;12/2024
2020;489;1;885;0,99997993;2,01E-05;0;0;15;1;1;769;802;1410;1;1;1/2020
2021;490;2;1602;0,999980911;1,91E-05;0;0;38;1;1;466;788;1037;1;1;2/2021
2022;491;3;1872;9,70E-06;0,999990298;0;0;35;2;2;1546;1879;2419;1;1;3/2022
2023;492;4;1872;0,008645698;0,991354302;0;0;44;2;2;459;1259;1955;1;1;4/2023
2024;493;5;1142;0,999984291;1,57E-05;0;0;6;1;1;534;855;663;1;1;5/2024
2020;494;6;983;0,999967385;3,26E-05;0;0;53;1;1;1001;1176;1389;1;1;6/2020
2021;495;7;1804;8,79E-06;0,999991215;0;0;22;2;2;1158;1244;3472;1;1;7/2021
2022;496;8;593;0,999914695;8,53E-05;0;0;31;1;1;1233;1317;1692;1;1;8/2022
2023;497;9;796;0,999984383;1,56E-05;0;0;12;1;1;174;518;1075;1;1;9/2023
2024;498;10;1010;0,002107215;0,997892785;0;0;8;2;2;547;957;2625;1;1;10/2024
2020;499;11;1731;8,66E-06;0,999991339;0;0;4;2;2;809;1988;3892;1;1;11/2020
2021;500;12;1945;8,77E-06;0,99999123;0;0;26;2;2;1064;1540;3322;1;1;12/2021
2022;501;1;936;0,999168438;0,000831562;0;0;57;1;1;657;938;2049;1;1;1/2022
2023;502;2;781;1,01E-05;0,999989949;0;0;38;2;2;304;1674;3508;1;1;2/2023
2024;503;3;1225;0,000316085;0,999683915;0;0;2;2;2;217;1101;2675;1;1;3/2024
2020;504;4;1982;0,988602774;0,011397226;0;0;12;1;1;287;593;1824;1;1;4/2020
2021;505;5;984;0,986822413;0,013177587;0;0;39;1;1;56;1931;2013;1;1;5/2021
2022;507;6;1190;0,999982086;1,79E-05;0;0;47;1;1;1417;1441;624;1;1;6/2022
2023;508;7;1143;0,999933379;6,66E-05;0;0;22;1;1;1116;1724;1214;1;1;7/2023
2024;509;8;1872;5,38E-05;0,999946214;0;0;16;2;2;286;1484;2295;1;1;8/2024
2020;510;9;1068;0,999982777;1,72E-05;0;0;19;1;1;322;875;1209;1;1;9/2020
2021;511;10;1688;8,74E-06;0,999991256;0;0;21;2;2;650;864;3984;1;1;10/2021
2022;512;11;1567;6,43E-05;0,99993566;0;0;22;2;2;545;1621;2312;1;1;11/2022
2023;513;12;733;0,00094444;0,99905556;0;0;16;2;2;202;1787;2648;1;1;12/2023
2024;514;1;1851;0,999973976;2,60E-05;0;0;12;1;1;293;1967;735;1;1;1/2024
2020;515;2;1002;0,999984302;1,57E-05;0;0;11;1;1;285;512;961;1;1;2/2020
2021;516;3;648;0,999983349;1,67E-05;0;0;60;1;1;931;1811;819;1;1;3/2021
2022;517;4;1278;9,10E-06;0,999990898;0;0;24;2;2;1352;1775;3141;1;1;4/2022
2023;518;5;1982;8,70E-06;0,999991303;0;0;24;2;2;764;1873;3511;1;1;5/2023
2024;519;6;1314;1,35E-05;0,99998645;0;0;5;2;2;82;512;3411;1;1;6/2024
2020;520;7;1638;0,037217747;0,962782253;0;0;2;2;2;440;563;2299;1;1;7/2020
2021;521;8;645;0,01792758;0,98207242;0;0;41;2;2;327;580;2962;1;1;8/2021
2022;522;9;513;5,33E-05;0,999946727;0;0;27;2;2;282;710;3400;1;1;9/2022
2023;523;10;625;2,21E-05;0,999977883;0;0;10;2;2;635;842;3323;1;1;10/2023
2024;524;11;959;1,08E-05;0,999989207;0;0;36;2;2;1313;1331;3073;1;1;11/2024
2020;525;12;511;1,26E-05;0,999987422;0;0;52;2;2;24;759;3865;1;1;12/2020
2021;526;1;1602;0,992673474;0,007326526;0;0;46;1;1;273;1062;1862;1;1;1/2021
2022;527;2;1193;0,999983558;1,64E-05;0;0;26;1;1;730;1729;536;1;1;2/2022
2023;528;3;1174;0,999983163;1,68E-05;0;0;30;1;1;744;1244;804;1;1;3/2023
2024;529;4;895;1,83E-05;0,999981699;0;0;16;2;2;126;1575;3122;1;1;4/2024
2020;530;5;576;9,75E-05;0,999902464;0;0;10;2;2;513;1438;2938;1;1;5/2020
2021;531;6;563;0,018597198;0,981402802;0;0;47;2;2;211;684;3012;1;1;6/2021
2022;532;7;1811;1,86E-05;0,999981358;0;0;22;2;2;358;614;2847;1;1;7/2022
2023;533;8;1689;0,999976853;2,31E-05;0;0;13;1;1;521;674;1172;1;1;8/2023
2024;534;9;1268;0,999983509;1,65E-05;0;0;42;1;1;360;912;931;1;1;9/2024
2020;535;10;501;5,33E-05;0,999946704;0;0;22;2;2;239;1636;3077;1;1;10/2020
2021;536;11;1895;0,999975026;2,50E-05;0;0;5;1;1;725;1335;774;1;1;11/2021
2022;537;12;1973;0,999981865;1,81E-05;0;0;46;1;1;699;851;639;1;1;12/2022
2023;538;1;1681;0,000172812;0,999827188;0;0;18;2;2;850;1005;2265;1;1;1/2023
2024;539;2;1068;0,996252516;0,003747484;0;0;45;1;1;935;1499;1754;1;1;2/2024
2020;540;3;924;0,999947788;5,22E-05;0;0;47;1;1;108;1813;1620;1;1;3/2020
2021;541;4;1878;0,999940148;5,99E-05;0;0;29;1;1;210;1026;1334;1;1;4/2021
2022;542;5;612;1,01E-05;0,999989925;0;0;16;2;2;1360;1891;3161;1;1;5/2022
2023;543;6;916;0,999980926;1,91E-05;0;0;36;1;1;188;992;1470;1;1;6/2023
2024;544;7;1325;0,276875152;0,723124848;0;0;50;2;2;499;695;2328;1;1;7/2024
2020;545;8;1777;0,999599199;0,000400801;0;0;15;1;1;553;874;1552;1;1;8/2020
2021;546;9;1923;1,39E-05;0,999986108;0;0;24;2;2;874;1264;2479;1;1;9/2021
2022;547;10;1595;8,69E-06;0,999991315;0;0;44;2;2;1024;1838;3881;1;1;10/2022
2023;548;11;1524;0,999982534;1,75E-05;0;0;57;1;1;629;635;947;1;1;11/2023
2024;549;12;539;8,92E-06;0,999991081;0;0;26;2;2;1123;1709;3948;1;1;12/2024
2020;550;1;1671;0,999981335;1,87E-05;0;0;5;1;1;398;1263;815;1;1;1/2020
2021;551;2;1923;0,215964728;0,784035272;1;100;46;2;1;767;1759;1489;0;0;2/2021
2022;552;3;1201;0,999980348;1,97E-05;0;0;10;1;1;1151;1723;726;1;1;3/2022
2023;553;4;532;0,999984185;1,58E-05;0;0;8;1;1;1213;1354;728;1;1;4/2023
2024;554;5;1821;0,970846743;0,029153257;0;0;44;1;1;1208;1212;1411;1;1;5/2024
2020;555;6;926;0,999984766;1,52E-05;0;0;59;1;1;84;793;256;1;1;6/2020
2021;556;7;1848;8,83E-06;0,999991171;0;0;42;2;2;154;605;3902;1;1;7/2021
2022;557;8;802;8,93E-06;0,999991069;0;0;45;2;2;1299;1633;3713;1;1;8/2022
2023;558;9;564;0,999980736;1,93E-05;0;0;51;1;1;912;1980;1074;1;1;9/2023
2024;559;10;705;0,999958968;4,10E-05;0;0;57;1;1;1114;1374;1509;1;1;10/2024
2020;560;11;1692;0,979587214;0,020412786;0;0;46;1;1;674;1925;1394;1;1;11/2020
2021;561;12;816;8,87E-06;0,999991132;0;0;9;2;2;1196;1651;3851;1;1;12/2021
2022;562;1;1588;8,93E-06;0,999991073;0;0;61;2;2;1064;1594;3272;1;1;1/2022
2023;563;2;1354;0,985619967;0,014380033;0;0;26;1;1;297;918;2090;1;1;2/2023
2024;564;3;1905;0,9951632;0,0048368;0;0;36;1;1;825;1542;1287;1;1;3/2024
2020;565;4;1880;9,68E-06;0,999990322;0;0;7;2;2;890;1019;2968;1;1;4/2020
2021;566;5;1617;0,999983837;1,62E-05;0;0;36;1;1;743;1426;296;1;1;5/2021
2022;567;6;599;7,34E-05;0,999926615;0;0;64;2;2;103;646;3396;1;1;6/2022
2023;568;7;812;4,73E-05;0,999952707;0;0;64;2;2;35;1309;3102;1;1;7/2023
2024;569;8;1089;4,13E-05;0,999958661;0;0;2;2;2;636;1259;2765;1;1;8/2024
2020;570;9;602;0,004732416;0,995267584;0;0;50;2;2;1571;1717;2189;1;1;9/2020
2021;571;10;1253;0,999612513;0,000387487;0;0;5;1;1;685;714;1878;1;1;10/2021
2022;572;11;826;0,978252523;0,021747477;0;0;62;1;1;778;1615;1998;1;1;11/2022
2023;573;12;1976;8,64E-06;0,99999136;0;0;32;2;2;1301;1922;3699;1;1;12/2023
